2.359225391784275816e-04	0.000000000000000000e+00	2.423020527859237883e-01	0.000000000000000000e+00	1.728395061728394133e-01	5.479977007089481544e-01	7.826982492276004511e-01	3.489619801944184307e-01	4.347826086956520925e-02	1.049618320610686689e-01	5.531914893617022599e-01	1.000000000000000000e+00	2.044701986754966783e-01
2.356977440005538632e-04	0.000000000000000000e+00	2.423020527859237883e-01	0.000000000000000000e+00	1.728395061728394133e-01	6.943858976815482364e-01	5.993820803295571986e-01	3.489619801944184307e-01	4.347826086956520925e-02	1.049618320610686689e-01	5.531914893617022599e-01	9.897372535175752439e-01	6.346578366445916608e-02
2.927957191804686954e-04	0.000000000000000000e+00	6.304985337243403098e-02	0.000000000000000000e+00	1.502057613168724381e-01	6.585552787890400772e-01	4.418125643666324098e-01	4.485445898389545660e-01	8.695652173913041849e-02	6.679389312977100646e-02	6.489361702127659504e-01	9.942760603156991506e-01	3.338852097130242530e-02
7.050700754007984761e-04	0.000000000000000000e+00	6.304985337243403098e-02	0.000000000000000000e+00	1.502057613168724381e-01	6.871048093504503740e-01	5.283213182286303766e-01	4.485445898389545660e-01	8.695652173913041849e-02	6.679389312977100646e-02	6.489361702127659504e-01	1.000000000000000000e+00	9.933774834437084089e-02
2.644715267683849435e-04	0.000000000000000000e+00	6.304985337243403098e-02	0.000000000000000000e+00	1.502057613168724381e-01	5.497221689978921688e-01	5.746652935118435890e-01	4.485445898389545660e-01	8.695652173913041849e-02	6.679389312977100646e-02	6.489361702127659504e-01	9.929900650562305531e-01	9.602649006622515637e-02
9.213230365152786901e-04	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	4.696301973558152931e-01	6.560247167868177298e-01	4.029226418354264760e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	9.967219728680215551e-01	2.952538631346577902e-01
1.553671871873941925e-03	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	5.002874113814905765e-01	9.598352214212153566e-01	4.383871818421555266e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	1.000000000000000000e+00	4.806843267108166229e-01
2.303251392493729441e-03	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	3.966277064571758215e-01	1.000000000000000000e+00	4.503541907264774768e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	9.741035856573704299e-01	7.781456953642382768e-01
1.840173326073948077e-03	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	4.680973366545315151e-01	8.547888774459322381e-01	4.967308968891231968e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	9.743053104039539614e-01	4.241169977924944545e-01
2.456674101392516182e-03	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	5.395669668518873197e-01	9.412976313079297608e-01	4.744155171002737981e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	9.889555701245648089e-01	5.165562913907284504e-01
1.249299201032978831e-03	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	4.690553745928339180e-01	8.238928939237899485e-01	4.635033509443570732e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	1.000000000000000000e+00	3.184326710816777206e-01
9.830293128416040319e-04	1.250000000000000000e-01	2.716275659824046729e-01	0.000000000000000000e+00	2.860082304526749275e-01	4.460624640735774693e-01	3.717816683831102753e-01	3.929561967463557903e-01	1.739130434782608647e-01	2.366412213740458070e-01	2.765957446808510189e-01	9.838620202733373565e-01	3.857615894039734816e-01
7.007315284678364287e-03	0.000000000000000000e+00	2.815249266862169808e-01	0.000000000000000000e+00	3.148148148148148251e-01	4.575589193332055826e-01	6.065911431513902885e-01	3.253553274104519777e-01	1.304347826086956486e-01	2.290076335877862523e-01	8.936170212765957022e-01	1.000000000000000000e+00	1.801876379690948715e-01
7.099481307606573394e-03	0.000000000000000000e+00	2.815249266862169808e-01	0.000000000000000000e+00	3.148148148148148251e-01	4.857252347192950181e-01	8.403707518022657252e-01	3.030217606780091777e-01	1.304347826086956486e-01	2.290076335877862523e-01	8.936170212765957022e-01	9.574360784709263772e-01	2.353752759381897985e-01
